starttime	seconds	ctime	dtime	ttime	wait
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	52
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	51
Sat Apr 04 21:09:50 2026	1775326190	1	52	53	51
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	1	52	53	52
Sat Apr 04 21:09:51 2026	1775326191	1	52	53	52
Sat Apr 04 21:09:50 2026	1775326190	1	52	53	52
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	1	52	53	52
Sat Apr 04 21:09:51 2026	1775326191	1	52	53	52
Sat Apr 04 21:09:50 2026	1775326190	1	52	53	51
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	53
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	51
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	52
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	1	52	53	52
Sat Apr 04 21:09:50 2026	1775326190	1	52	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	52
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	1	52	53	51
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	52
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	52
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	1	52	53	51
Sat Apr 04 21:09:49 2026	1775326189	1	52	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	1	52	53	52
Sat Apr 04 21:09:52 2026	1775326192	1	52	53	52
Sat Apr 04 21:09:53 2026	1775326193	1	52	53	51
Sat Apr 04 21:09:50 2026	1775326190	1	52	53	52
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	52
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	1	52	53	52
Sat Apr 04 21:09:52 2026	1775326192	1	52	53	52
Sat Apr 04 21:09:49 2026	1775326189	1	52	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	52
Sat Apr 04 21:09:51 2026	1775326191	1	52	53	52
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	52
Sat Apr 04 21:09:53 2026	1775326193	1	52	53	52
Sat Apr 04 21:09:49 2026	1775326189	1	52	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	52
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	1	52	53	52
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	53
Sat Apr 04 21:09:52 2026	1775326192	1	52	53	52
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	51
Sat Apr 04 21:09:53 2026	1775326193	1	52	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	52
Sat Apr 04 21:09:52 2026	1775326192	1	52	53	51
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	1	52	53	52
Sat Apr 04 21:09:53 2026	1775326193	1	52	53	52
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	1	52	53	52
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	51
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	51
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	51
Sat Apr 04 21:09:52 2026	1775326192	1	52	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	1	52	53	52
Sat Apr 04 21:09:50 2026	1775326190	1	52	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	52	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	51
Sat Apr 04 21:09:53 2026	1775326193	1	52	53	51
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	1	52	53	51
Sat Apr 04 21:09:53 2026	1775326193	1	52	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	53
Sat Apr 04 21:09:51 2026	1775326191	1	52	53	52
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	52
Sat Apr 04 21:09:51 2026	1775326191	1	52	53	51
Sat Apr 04 21:09:50 2026	1775326190	1	52	53	52
Sat Apr 04 21:09:48 2026	1775326188	1	52	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	52
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	53
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	53
Sat Apr 04 21:09:51 2026	1775326191	1	52	53	51
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	51
Sat Apr 04 21:09:50 2026	1775326190	1	52	53	52
Sat Apr 04 21:09:48 2026	1775326188	1	52	53	52
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	51
Sat Apr 04 21:09:50 2026	1775326190	1	52	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	51
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	52
Sat Apr 04 21:09:48 2026	1775326188	1	52	53	51
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	52
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	53
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	52
Sat Apr 04 21:09:48 2026	1775326188	1	52	53	52
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	51
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	52
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	53
Sat Apr 04 21:09:48 2026	1775326188	1	52	53	52
Sat Apr 04 21:09:52 2026	1775326192	1	52	53	51
Sat Apr 04 21:09:52 2026	1775326192	1	53	53	53
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	1	52	53	51
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	1	52	53	52
Sat Apr 04 21:09:51 2026	1775326191	1	52	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	1	52	53	52
Sat Apr 04 21:09:50 2026	1775326190	1	52	53	52
Sat Apr 04 21:09:50 2026	1775326190	1	52	53	51
Sat Apr 04 21:09:53 2026	1775326193	1	52	53	51
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	51
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	53
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	53
Sat Apr 04 21:09:52 2026	1775326192	1	53	53	51
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	52
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	51
Sat Apr 04 21:09:52 2026	1775326192	1	53	53	50
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	53
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	53
Sat Apr 04 21:09:48 2026	1775326188	2	52	53	51
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	51
Sat Apr 04 21:09:52 2026	1775326192	1	53	53	52
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	1	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	1	53	53	51
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	1	53	53	51
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	1	53	53	51
Sat Apr 04 21:09:53 2026	1775326193	1	52	53	52
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	1	53	53	50
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	1	52	53	51
Sat Apr 04 21:09:49 2026	1775326189	1	52	53	51
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	1	53	53	51
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	1	53	53	53
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	52
Sat Apr 04 21:09:51 2026	1775326191	1	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	1	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:51 2026	1775326191	1	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	50
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	51
Sat Apr 04 21:09:52 2026	1775326192	1	52	53	51
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	52
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	52
Sat Apr 04 21:09:48 2026	1775326188	1	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	52
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	50
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	1	53	53	52
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	52
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	1	53	53	53
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	51
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	1	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	1	53	53	52
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	51
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	1	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	52
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	51
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	51
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	52
Sat Apr 04 21:09:53 2026	1775326193	1	52	53	50
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	51
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	1	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	52
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	1	52	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	53
Sat Apr 04 21:09:52 2026	1775326192	1	53	53	53
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	52
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	2	52	53	50
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	52
Sat Apr 04 21:09:53 2026	1775326193	1	53	53	51
Sat Apr 04 21:09:49 2026	1775326189	1	53	53	52
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	51
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	51
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	52
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	51
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	52
Sat Apr 04 21:09:52 2026	1775326192	1	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	52
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	1	53	53	53
Sat Apr 04 21:09:48 2026	1775326188	1	53	53	52
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	52
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	52
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	53
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	1	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	51
Sat Apr 04 21:09:52 2026	1775326192	1	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	52
Sat Apr 04 21:09:52 2026	1775326192	1	53	53	52
Sat Apr 04 21:09:48 2026	1775326188	1	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	1	53	53	51
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	52
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	52
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	53
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	1	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	1	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	53
Sat Apr 04 21:09:48 2026	1775326188	1	53	53	53
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	1	53	53	51
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	51
Sat Apr 04 21:09:52 2026	1775326192	1	53	53	51
Sat Apr 04 21:09:49 2026	1775326189	1	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	51
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	52
Sat Apr 04 21:09:53 2026	1775326193	1	53	53	51
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	1	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	1	53	53	52
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	1	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:51 2026	1775326191	1	53	53	52
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	1	53	53	52
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	52
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	52
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	1	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	52
Sat Apr 04 21:09:53 2026	1775326193	1	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	53
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	52
Sat Apr 04 21:09:51 2026	1775326191	1	52	53	51
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	51
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	52
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	53
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	52
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	53
Sat Apr 04 21:09:48 2026	1775326188	1	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	1	53	53	53
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	53
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	53
Sat Apr 04 21:09:52 2026	1775326192	1	52	53	52
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	51
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	53
Sat Apr 04 21:09:48 2026	1775326188	1	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:48 2026	1775326188	1	52	53	52
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	53
Sat Apr 04 21:09:52 2026	1775326192	1	53	53	52
Sat Apr 04 21:09:48 2026	1775326188	1	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	52
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	1	53	53	51
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	1	53	53	51
Sat Apr 04 21:09:49 2026	1775326189	1	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	53
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	52
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	52
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	1	52	53	52
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	52
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	1	53	53	52
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	53
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	51
Sat Apr 04 21:09:52 2026	1775326192	1	53	53	51
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	52
Sat Apr 04 21:09:51 2026	1775326191	1	53	53	53
Sat Apr 04 21:09:51 2026	1775326191	1	53	53	52
Sat Apr 04 21:09:53 2026	1775326193	1	53	53	52
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	51
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	51
Sat Apr 04 21:09:51 2026	1775326191	1	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	52
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	51
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	52
Sat Apr 04 21:09:51 2026	1775326191	1	53	53	53
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	52
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	52
Sat Apr 04 21:09:53 2026	1775326193	1	52	53	50
Sat Apr 04 21:09:52 2026	1775326192	1	53	53	51
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	51
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	51
Sat Apr 04 21:09:52 2026	1775326192	1	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	1	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	1	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	1	53	53	52
Sat Apr 04 21:09:52 2026	1775326192	1	53	53	51
Sat Apr 04 21:09:50 2026	1775326190	1	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:48 2026	1775326188	1	53	53	53
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	1	53	53	52
Sat Apr 04 21:09:52 2026	1775326192	1	53	53	52
Sat Apr 04 21:09:48 2026	1775326188	1	53	53	53
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	53
Sat Apr 04 21:09:48 2026	1775326188	1	53	53	51
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	52
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	52
Sat Apr 04 21:09:53 2026	1775326193	1	53	53	52
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	1	53	53	52
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	1	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	1	53	53	52
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	52
Sat Apr 04 21:09:53 2026	1775326193	1	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	1	53	53	51
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	52
Sat Apr 04 21:09:52 2026	1775326192	1	53	53	52
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	51
Sat Apr 04 21:09:52 2026	1775326192	1	53	53	51
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	51
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	1	53	53	52
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	53
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	1	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	1	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	51
Sat Apr 04 21:09:49 2026	1775326189	1	53	53	52
Sat Apr 04 21:09:51 2026	1775326191	1	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	52
Sat Apr 04 21:09:53 2026	1775326193	1	53	53	53
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	1	53	53	51
Sat Apr 04 21:09:52 2026	1775326192	1	53	53	53
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	51
Sat Apr 04 21:09:52 2026	1775326192	1	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	53
Sat Apr 04 21:09:52 2026	1775326192	1	53	53	51
Sat Apr 04 21:09:51 2026	1775326191	0	53	53	53
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	1	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	1	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	52
Sat Apr 04 21:09:53 2026	1775326193	1	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	1	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	1	53	53	52
Sat Apr 04 21:09:53 2026	1775326193	1	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	51
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	53
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	52
Sat Apr 04 21:09:53 2026	1775326193	1	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	1	53	53	53
Sat Apr 04 21:09:48 2026	1775326188	0	53	53	53
Sat Apr 04 21:09:52 2026	1775326192	1	53	53	52
Sat Apr 04 21:09:48 2026	1775326188	1	53	53	53
Sat Apr 04 21:09:51 2026	1775326191	1	53	53	51
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	1	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	1	53	53	52
Sat Apr 04 21:09:49 2026	1775326189	1	53	53	52
Sat Apr 04 21:09:48 2026	1775326188	1	53	53	52
Sat Apr 04 21:09:51 2026	1775326191	1	53	53	51
Sat Apr 04 21:09:52 2026	1775326192	1	53	53	52
Sat Apr 04 21:09:53 2026	1775326193	1	53	53	52
Sat Apr 04 21:09:50 2026	1775326190	1	53	53	53
Sat Apr 04 21:09:52 2026	1775326192	1	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	0	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	0	53	53	53
Sat Apr 04 21:09:53 2026	1775326193	1	53	53	53
Sat Apr 04 21:09:52 2026	1775326192	1	53	53	53
Sat Apr 04 21:09:49 2026	1775326189	1	53	53	52
Sat Apr 04 21:09:53 2026	1775326193	1	53	53	52
Sat Apr 04 21:09:52 2026	1775326192	0	53	53	51
Sat Apr 04 21:09:50 2026	1775326190	0	53	53	52
Sat Apr 04 21:09:53 2026	1775326193	1	53	53	50
Sat Apr 04 21:09:52 2026	1775326192	1	53	53	52
